DATE,MAJOR,NUM_STUDENTS,CHANGE_IN_CREDITS_ATTEMPTED
2003-05-15,CPTT,54,-3.0
2003-12-15,CPTT,59,30.0
2004-05-15,CPTT,55,-18.0
2004-12-15,CPTT,57,45.0
2005-05-15,CPTT,52,-30.0
2005-12-15,CPTT,50,-48.0
2006-05-15,CPTT,51,19.0
2006-12-15,CPTT,31,-148.0
2007-05-15,CPTT,32,24.0
2007-12-15,CPTT,14,-162.0
2008-05-15,CPTT,16,27.0
2008-12-15,CPTT,4,-105.0
2009-05-15,CPTT,5,3.0
2009-12-15,CPTT,2,0.0
2014-12-15,CRCP,7,89.0
2015-05-15,CRCP,14,76.0
2015-12-15,CRCP,16,-2.0
2016-05-15,CRCP,18,12.0
2016-12-15,CRCP,17,-6.0
2017-05-15,CRCP,18,5.0
1998-12-15,CRST,1,9.0
1999-05-15,CRST,2,3.0
1999-12-15,CRST,1,-6.0
2000-05-15,CRST,1,3.0
2000-12-15,CRST,1,0.0
2001-05-15,CRST,4,18.0
2001-12-15,CRST,7,18.0
2002-05-15,CRST,3,-30.0
2002-12-15,CRST,2,0.0
2003-05-15,CRST,1,-9.0
1997-12-15,CSMA,54,499.0
1998-05-15,CSMA,61,54.0
1998-12-15,CSMA,66,66.0
1999-05-15,CSMA,80,144.0
1999-12-15,CSMA,83,75.0
2000-05-15,CSMA,77,-112.0
2000-12-15,CSMA,74,-18.0
2001-05-15,CSMA,67,-43.0
2001-12-15,CSMA,66,-27.0
2002-05-15,CSMA,59,-28.0
2002-12-15,CSMA,59,-62.0
2003-05-15,CSMA,48,-55.0
2003-12-15,CSMA,39,-78.0
2004-05-15,CSMA,44,32.0
2004-12-15,CSMA,24,-196.0
2005-05-15,CSMA,26,-10.0
2005-12-15,CSMA,17,-60.0
2006-05-15,CSMA,17,-16.0
2006-12-15,CSMA,12,-58.0
2007-05-15,CSMA,10,-13.0
2007-12-15,CSMA,6,-36.0
2008-05-15,CSMA,6,10.0
2008-12-15,CSMA,8,17.0
2009-05-15,CSMA,9,-19.0
2009-12-15,CSMA,9,19.0
2010-05-15,CSMA,9,-13.0
2010-12-15,CSMA,14,59.0
2011-05-15,CSMA,13,21.0
2011-12-15,CSMA,13,-20.0
2012-05-15,CSMA,14,12.0
2012-12-15,CSMA,15,9.0
2013-05-15,CSMA,16,-6.0
2013-12-15,CSMA,14,-13.0
2014-05-15,CSMA,13,-27.0
2014-12-15,CSMA,7,-39.0
2015-05-15,CSMA,6,-16.0
2017-05-15,CSMA,1,-44.0
1997-12-15,CTTT,17,54.0
1998-05-15,CTTT,14,-6.0
1998-12-15,CTTT,7,-33.0
1999-05-15,CTTT,9,21.0
1999-12-15,CTTT,11,0.0
2000-05-15,CTTT,13,12.0
2000-12-15,CTTT,12,3.0
2001-05-15,CTTT,12,9.0
2001-12-15,CTTT,12,12.0
2002-05-15,CTTT,12,-24.0
2002-12-15,CTTT,8,-15.0
2003-05-15,CTTT,8,0.0
2003-12-15,CTTT,22,63.0
2004-05-15,CTTT,36,78.0
2004-12-15,CTTT,32,-12.0
2005-05-15,CTTT,18,-69.0
2005-12-15,CTTT,8,-42.0
2006-05-15,CTTT,6,-24.0
2006-12-15,CTTT,5,-3.0
2007-05-15,CTTT,4,-9.0
2007-12-15,CTTT,3,-3.0
2008-05-15,CTTT,3,-3.0
2008-12-15,CTTT,1,-6.0
1997-12-15,CUTE,17,51.0
1998-05-15,CUTE,18,9.0
1998-12-15,CUTE,17,27.0
1999-05-15,CUTE,20,30.0
1999-12-15,CUTE,21,-24.0
2000-05-15,CUTE,18,-21.0
2000-12-15,CUTE,45,81.0
2001-05-15,CUTE,40,12.0
2001-12-15,CUTE,67,108.0
2002-05-15,CUTE,54,-93.0
2002-12-15,CUTE,73,165.0
2003-05-15,CUTE,54,-123.0
2003-12-15,CUTE,87,12.0
2004-05-15,CUTE,57,-21.0
2004-12-15,CUTE,86,93.0
2005-05-15,CUTE,61,-81.0
2005-12-15,CUTE,108,171.0
2006-05-15,CUTE,74,-123.0
2006-12-15,CUTE,86,30.0
2007-05-15,CUTE,55,-108.0
2007-12-15,CUTE,74,117.0
2008-05-15,CUTE,68,-33.0
2008-12-15,CUTE,68,-30.0
2009-05-15,CUTE,67,-18.0
2009-12-15,CUTE,53,18.0
2010-05-15,CUTE,28,-58.0
2010-12-15,CUTE,21,-83.0
2011-05-15,CUTE,22,9.0
2011-12-15,CUTE,21,-36.0
2012-05-15,CUTE,16,-15.0
2012-12-15,CUTE,12,-12.0
2013-05-15,CUTE,10,-21.0
2013-12-15,CUTE,8,2.0
2014-05-15,CUTE,13,37.0
2014-12-15,CUTE,10,-27.0
2015-05-15,CUTE,8,-17.0
2015-12-15,CUTE,4,-10.0
2016-05-15,CUTE,5,-1.0
2016-12-15,CUTE,30,121.0
2017-05-15,CUTE,16,-36.0
2014-12-15,CYSC,22,238.0
2015-05-15,CYSC,30,35.0
2015-12-15,CYSC,40,89.0
2016-05-15,CYSC,37,-5.0
2016-12-15,CYSC,41,30.0
2017-05-15,CYSC,47,51.0
1998-12-15,DANC,18,316.0
1999-05-15,DANC,19,53.0
1999-12-15,DANC,56,728.0
2000-05-15,DANC,53,-57.0
2000-12-15,DANC,69,199.0
2001-05-15,DANC,65,10.0
2001-12-15,DANC,84,288.0
2002-05-15,DANC,78,-10.0
2002-12-15,DANC,86,252.0
2003-05-15,DANC,81,-173.0
2003-12-15,DANC,94,203.0
2004-05-15,DANC,86,-165.0
2004-12-15,DANC,92,201.0
2005-05-15,DANC,92,-89.0
2005-12-15,DANC,84,-72.0
2006-05-15,DANC,84,-51.0
2006-12-15,DANC,86,73.0
2007-05-15,DANC,84,-31.0
2007-12-15,DANC,79,-60.0
2008-05-15,DANC,77,-91.0
2008-12-15,DANC,76,11.0
2009-05-15,DANC,75,-24.0
2009-12-15,DANC,82,93.0
2010-05-15,DANC,81,-40.0
2010-12-15,DANC,91,236.0
2011-05-15,DANC,89,-72.0
2011-12-15,DANC,101,317.0
2012-05-15,DANC,99,-7.0
2012-12-15,DANC,110,200.0
2013-05-15,DANC,105,-87.0
2013-12-15,DANC,114,147.0
2014-05-15,DANC,107,-154.0
2014-12-15,DANC,106,16.0
2015-05-15,DANC,106,-146.0
2015-12-15,DANC,105,102.0
2016-05-15,DANC,103,35.0
2016-12-15,DANC,107,-17.0
2017-05-15,DANC,105,38.0
2016-12-15,DATA,9,73.0
2017-05-15,DATA,17,83.0
1997-12-15,DEPS,58,340.0
1998-05-15,DEPS,58,19.0
1998-12-15,DEPS,52,-125.0
1999-05-15,DEPS,53,40.0
1999-12-15,DEPS,54,-12.0
2000-05-15,DEPS,53,0.0
2000-12-15,DEPS,59,31.0
2001-05-15,DEPS,55,11.0
2001-12-15,DEPS,51,14.5
2002-05-15,DEPS,45,-25.0
2002-12-15,DEPS,47,-22.0
2003-05-15,DEPS,44,11.0
2003-12-15,DEPS,37,-110.0
2004-05-15,DEPS,39,36.0
2004-12-15,DEPS,31,-74.0
2005-05-15,DEPS,30,40.0
2005-12-15,DEPS,32,8.0
2006-05-15,DEPS,32,-9.0
2006-12-15,DEPS,29,31.5
2007-05-15,DEPS,28,-6.0
2007-12-15,DEPS,34,29.0
2008-05-15,DEPS,32,-9.0
2008-12-15,DEPS,38,46.0
2009-05-15,DEPS,36,-13.0
2009-12-15,DEPS,37,-30.0
2010-05-15,DEPS,38,23.0
2010-12-15,DEPS,34,-64.0
2011-05-15,DEPS,33,26.0
2011-12-15,DEPS,37,-36.0
2012-05-15,DEPS,35,15.5
2012-12-15,DEPS,33,-27.5
2013-05-15,DEPS,32,-12.0
2013-12-15,DEPS,31,-27.0
2014-05-15,DEPS,31,9.0
2014-12-15,DEPS,30,15.0
2015-05-15,DEPS,29,-21.0
2015-12-15,DEPS,24,-21.0
2016-05-15,DEPS,22,-36.0
2016-12-15,DEPS,18,3.0
2017-05-15,DEPS,16,-9.0
1997-12-15,DRAM,142,2165.0
1998-05-15,DRAM,133,-107.0
1998-12-15,DRAM,153,348.0
1999-05-15,DRAM,149,-123.0
1999-12-15,DRAM,117,-466.0
2000-05-15,DRAM,124,129.0
2000-12-15,DRAM,89,-544.0
2001-05-15,DRAM,2,-1385.0
2013-12-15,DSMM,15,0.0
2014-05-15,DSMM,17,0.0
2014-12-15,DSMM,22,0.0
2015-05-15,DSMM,22,0.0
2015-12-15,DSMM,19,0.0
2016-05-15,DSMM,31,0.0
2016-12-15,DSMM,25,0.0
2017-05-15,DSMM,29,0.0
2016-12-15,DTEM,43,663.0
2017-05-15,DTEM,62,293.0
1997-12-15,EACH,27,132.0
1998-05-15,EACH,26,-9.0
1998-12-15,EACH,21,-42.0
1999-05-15,EACH,16,-15.0
1999-12-15,EACH,7,-45.0
2000-05-15,EACH,5,-6.0
2000-12-15,EACH,6,18.0
2001-05-15,EACH,6,0.0
2001-12-15,EACH,7,3.0
2002-05-15,EACH,7,-3.0
2002-12-15,EACH,6,-12.0
2003-05-15,EACH,2,-18.0
2006-12-15,EACM,15,171.0
2007-05-15,EACM,13,-24.0
2007-12-15,EACM,11,-54.0
2008-05-15,EACM,8,-24.0
2008-12-15,EACM,18,66.0
2009-05-15,EACM,25,69.0
2009-12-15,EACM,30,4.0
2010-05-15,EACM,26,-40.0
2010-12-15,EACM,26,40.0
2011-05-15,EACM,26,0.0
2011-12-15,EACM,24,-43.0
2012-05-15,EACM,17,-28.0
2012-12-15,EACM,11,-35.0
2013-05-15,EACM,12,12.0
2013-12-15,EACM,13,3.0
2014-05-15,EACM,15,21.0
2014-12-15,EACM,12,-45.0
2015-05-15,EACM,13,12.0
2015-12-15,EACM,14,-4.0
2016-05-15,EACM,13,-5.0
2016-12-15,EACM,12,6.0
2017-05-15,EACM,15,6.0
1997-12-15,EATT,10,36.0
1998-05-15,EATT,8,-9.0
1998-12-15,EATT,11,3.0
1999-05-15,EATT,12,21.0
1999-12-15,EATT,10,-12.0
2000-05-15,EATT,9,-15.0
2000-12-15,EATT,6,-3.0
2001-05-15,EATT,6,-3.0
2001-12-15,EATT,3,-6.0
2002-05-15,EATT,3,-3.0
2002-12-15,EATT,4,3.0
2003-05-15,EATT,1,-9.0
2002-12-15,ECCE,1,6.0
2003-05-15,ECCE,3,9.0
2003-12-15,ECCE,11,78.0
2004-05-15,ECCE,12,0.0
2004-12-15,ECCE,10,-30.0
2005-05-15,ECCE,7,-6.0
2005-12-15,ECCE,13,41.0
2006-05-15,ECCE,12,-28.0
2006-12-15,ECCE,10,8.0
2007-05-15,ECCE,8,-10.0
2007-12-15,ECCE,12,32.0
2008-05-15,ECCE,14,8.0
2008-12-15,ECCE,17,40.0
2009-05-15,ECCE,22,41.0
2009-12-15,ECCE,26,68.0
2010-05-15,ECCE,24,-20.0
2010-12-15,ECCE,20,-62.0
2011-05-15,ECCE,20,6.0
2011-12-15,ECCE,9,-117.0
2012-05-15,ECCE,8,-14.0
2012-12-15,ECCE,5,5.0
2013-05-15,ECCE,6,4.0
2013-12-15,ECCE,3,-33.0
2014-05-15,ECCE,6,8.0
2014-12-15,ECCE,7,17.0
2015-05-15,ECCE,7,1.0
2015-12-15,ECCE,8,29.0
2016-05-15,ECCE,7,-16.0
2016-12-15,ECCE,2,-50.0
2017-05-15,ECCE,3,3.0
2002-12-15,ECCT,1,6.0
2003-05-15,ECCT,2,3.0
2003-12-15,ECCT,12,114.0
2004-05-15,ECCT,12,-12.0
2004-12-15,ECCT,8,-66.0
2005-05-15,ECCT,7,12.0
2005-12-15,ECCT,6,-28.0
2006-05-15,ECCT,7,13.0
2006-12-15,ECCT,8,9.0
2007-05-15,ECCT,9,24.0
2007-12-15,ECCT,4,-31.0
2008-05-15,ECCT,3,-23.0
2008-12-15,ECCT,2,0.0
2009-05-15,ECCT,1,-11.0
2009-12-15,ECCT,2,4.0
2010-05-15,ECCT,5,23.0
2010-12-15,ECCT,4,0.0
2011-05-15,ECCT,6,10.0
2011-12-15,ECCT,3,-35.0
2012-05-15,ECCT,1,-7.0
2012-12-15,ECCT,2,6.0
2013-05-15,ECCT,2,0.0
2013-12-15,ECCT,2,1.0
2014-05-15,ECCT,2,-7.0
2003-12-15,ECEB,1,6.0
2004-05-15,ECEB,1,-3.0
2011-12-15,ECEB,5,12.0
2012-05-15,ECEB,5,15.0
2012-12-15,ECEB,5,0.0
2013-05-15,ECEB,4,-18.0
2002-12-15,ECED,4,24.0
2003-05-15,ECED,5,6.0
2003-12-15,ECED,24,111.0
2004-05-15,ECED,26,15.0
2004-12-15,ECED,26,12.0
2005-05-15,ECED,32,48.0
2005-12-15,ECED,32,-30.0
2006-05-15,ECED,32,6.0
2006-12-15,ECED,21,-69.0
2007-05-15,ECED,19,-20.0
2007-12-15,ECED,17,-2.0
2008-05-15,ECED,13,-46.0
2008-12-15,ECED,9,-24.0
2009-05-15,ECED,9,2.0
2009-12-15,ECED,9,30.0
2010-05-15,ECED,13,12.0
2010-12-15,ECED,15,33.0
2011-05-15,ECED,12,-24.0
2011-12-15,ECED,8,-24.0
2012-05-15,ECED,6,-18.0
2012-12-15,ECED,7,-3.0
2013-05-15,ECED,8,15.0
2013-12-15,ECED,10,5.0
2014-05-15,ECED,8,-8.0
2014-12-15,ECED,9,12.0
2015-05-15,ECED,12,21.0
2015-12-15,ECED,10,-24.0
2016-05-15,ECED,11,-12.0
2016-12-15,ECED,9,18.0
2017-05-15,ECED,8,-6.0
2004-05-15,ECET,2,21.0
2004-12-15,ECET,1,-9.0
2005-05-15,ECET,1,-9.0
2005-12-15,ECET,2,9.0
2006-05-15,ECET,2,0.0
2006-12-15,ECET,2,-3.0
2008-05-15,ECET,1,-3.0
2009-05-15,ECET,1,0.0
2009-12-15,ECET,1,3.0
2010-12-15,ECET,2,9.0
2012-05-15,ECET,1,-6.0
1997-12-15,ECON,323,3161.0
1998-05-15,ECON,340,394.0
1998-12-15,ECON,270,-873.0
1999-05-15,ECON,318,858.0
1999-12-15,ECON,286,-461.5
2000-05-15,ECON,279,-140.5
2000-12-15,ECON,276,-7.0
2001-05-15,ECON,285,320.0
2001-12-15,ECON,264,-377.5
2002-05-15,ECON,283,311.5
2002-12-15,ECON,244,-710.0
2003-05-15,ECON,286,807.0
2003-12-15,ECON,263,-546.0
2004-05-15,ECON,296,546.5
2004-12-15,ECON,269,-394.5
2005-05-15,ECON,300,642.5
2005-12-15,ECON,284,-531.5
2006-05-15,ECON,315,649.5
2006-12-15,ECON,290,-430.5
2007-05-15,ECON,351,816.0
2007-12-15,ECON,291,-838.0
2008-05-15,ECON,329,650.0
2008-12-15,ECON,288,-749.5
2009-05-15,ECON,312,348.0
2009-12-15,ECON,281,-310.0
2010-05-15,ECON,339,938.0
2010-12-15,ECON,312,-222.0
2011-05-15,ECON,324,229.0
2011-12-15,ECON,298,-456.0
2012-05-15,ECON,333,578.0
2012-12-15,ECON,327,-133.0
2013-05-15,ECON,405,1312.5
2013-12-15,ECON,327,-1032.0
2014-05-15,ECON,384,928.0
2014-12-15,ECON,381,-71.0
2015-05-15,ECON,428,714.5
2015-12-15,ECON,389,-685.0
2016-05-15,ECON,499,2035.5
2016-12-15,ECON,473,-656.5
2017-05-15,ECON,527,728.5
2011-12-15,ECSB,5,30.0
2012-05-15,ECSB,4,-6.0
2012-12-15,ECSB,4,0.0
2013-05-15,ECSB,4,-9.0
1997-12-15,ECSE,10,78.0
1998-05-15,ECSE,9,-12.0
1998-12-15,ECSE,7,-24.0
1999-05-15,ECSE,5,-12.0
1999-12-15,ECSE,2,-24.0
2000-05-15,ECSE,2,9.0
2000-12-15,ECSE,3,3.0
2001-05-15,ECSE,3,3.0
2001-12-15,ECSE,3,-12.0
2002-05-15,ECSE,3,6.0
2002-12-15,ECSE,3,-9.0
2003-05-15,ECSE,1,-6.0
2010-05-15,ECSE,1,12.0
2010-12-15,ECSE,1,-2.0
2002-12-15,ECSP,6,45.0
2003-05-15,ECSP,11,21.0
2003-12-15,ECSP,19,72.0
2004-05-15,ECSP,19,-3.0
2004-12-15,ECSP,16,-54.0
2005-05-15,ECSP,18,45.0
2005-12-15,ECSP,20,18.0
2006-05-15,ECSP,24,48.0
2006-12-15,ECSP,28,6.0
2007-05-15,ECSP,26,-36.0
2007-12-15,ECSP,16,-66.0
2008-05-15,ECSP,32,118.0
2008-12-15,ECSP,39,41.0
2009-05-15,ECSP,40,54.0
2009-12-15,ECSP,34,-96.0
2010-05-15,ECSP,44,111.0
2010-12-15,ECSP,45,11.0
2011-05-15,ECSP,54,38.0
2011-12-15,ECSP,57,-19.0
2012-05-15,ECSP,53,-3.0
2012-12-15,ECSP,63,51.0
2013-05-15,ECSP,64,33.0
2013-12-15,ECSP,58,27.0
2014-05-15,ECSP,53,-129.0
2014-12-15,ECSP,49,-27.0
2015-05-15,ECSP,49,-15.0
2015-12-15,ECSP,62,153.0
2016-05-15,ECSP,56,-54.0
2016-12-15,ECSP,65,48.0
2017-05-15,ECSP,57,-57.0
2003-12-15,ECST,4,18.0
2004-05-15,ECST,4,9.0
2004-12-15,ECST,3,-15.0
2005-05-15,ECST,7,21.0
2005-12-15,ECST,6,9.0
2006-05-15,ECST,6,-3.0
2007-12-15,ECST,1,-27.0
2008-05-15,ECST,2,3.0
2008-12-15,ECST,1,-9.0
2009-05-15,ECST,1,0.0
2009-12-15,ECST,2,12.0
2010-05-15,ECST,3,3.0
2010-12-15,ECST,6,33.0
2011-05-15,ECST,8,32.0
2011-12-15,ECST,5,-31.0
2012-05-15,ECST,4,-37.0
2012-12-15,ECST,3,-6.0
2013-05-15,ECST,2,-3.0
2013-12-15,ECST,1,-6.0
2014-05-15,ECST,1,0.0
1997-12-15,ECTT,10,60.0
1998-05-15,ECTT,9,0.0
1998-12-15,ECTT,11,-15.0
1999-05-15,ECTT,9,0.0
1999-12-15,ECTT,6,-9.0
2000-05-15,ECTT,5,-18.0
2000-12-15,ECTT,3,-3.0
2001-05-15,ECTT,2,-9.0
2001-12-15,ECTT,3,0.0
2002-05-15,ECTT,3,-3.0
2002-12-15,ECTT,2,3.0
2003-05-15,ECTT,2,-6.0
2003-12-15,ECTT,1,6.0
2004-05-15,ECTT,1,3.0
1997-12-15,EDPS,32,150.0
1998-05-15,EDPS,31,33.0
1998-12-15,EDPS,33,-3.0
1999-05-15,EDPS,34,-27.0
1999-12-15,EDPS,38,52.0
2000-05-15,EDPS,34,-28.0
2000-12-15,EDPS,37,3.0
2001-05-15,EDPS,37,18.0
2001-12-15,EDPS,37,-24.0
2002-05-15,EDPS,29,-72.0
2002-12-15,EDPS,35,48.0
2003-05-15,EDPS,32,-30.0
2003-12-15,EDPS,50,165.0
2004-05-15,EDPS,48,-51.0
2004-12-15,EDPS,55,78.0
2005-05-15,EDPS,55,-27.0
2005-12-15,EDPS,58,-8.0
2006-05-15,EDPS,52,-15.0
2006-12-15,EDPS,52,14.0
2007-05-15,EDPS,52,-33.0
2007-12-15,EDPS,61,84.0
2008-05-15,EDPS,54,-21.0
2008-12-15,EDPS,47,-90.0
2009-05-15,EDPS,49,-24.0
2009-12-15,EDPS,39,-24.0
2010-05-15,EDPS,34,7.5
2010-12-15,EDPS,43,31.5
2011-05-15,EDPS,39,0.0
2011-12-15,EDPS,32,-72.0
2012-05-15,EDPS,27,-24.0
2012-12-15,EDPS,19,-63.0
2013-05-15,EDPS,18,-3.0
2013-12-15,EDPS,13,-21.0
2014-05-15,EDPS,12,-6.0
2014-12-15,EDPS,7,0.0
2015-05-15,EDPS,6,0.0
2015-12-15,EDPS,6,0.0
2016-05-15,EDPS,4,-6.0
2016-12-15,EDPS,4,-3.0
2017-05-15,EDPS,3,-3.0
1997-12-15,ELTE,124,1110.0
1998-05-15,ELTE,123,-4.5
1998-12-15,ELTE,117,-197.0
1999-05-15,ELTE,126,-5.5
1999-12-15,ELTE,116,-74.5
2000-05-15,ELTE,112,-48.5
2000-12-15,ELTE,122,205.5
2001-05-15,ELTE,130,69.5
2001-12-15,ELTE,141,-226.0
2002-05-15,ELTE,143,347.0
2002-12-15,ELTE,144,5.0
2003-05-15,ELTE,133,-49.5
2003-12-15,ELTE,3,-1116.5
2004-05-15,ELTE,1,-12.0
2004-12-15,ELTE,1,0.0
1997-12-15,ELTT,11,160.0
1998-05-15,ELTT,11,-28.0
1998-12-15,ELTT,50,464.5
1999-05-15,ELTT,50,-103.5
1999-12-15,ELTT,56,168.0
2000-05-15,ELTT,63,-28.5
2000-12-15,ELTT,58,-9.5
2001-05-15,ELTT,57,-69.5
2001-12-15,ELTT,56,18.0
2002-05-15,ELTT,61,-7.5
2002-12-15,ELTT,53,-12.0
2003-05-15,ELTT,49,-89.0
2003-12-15,ELTT,2,-457.0
2004-05-15,ELTT,1,-3.0
2004-12-15,ELTT,1,-3.0
2005-05-15,ELTT,1,0.0
2000-05-15,EMCR,1,6.0
2001-12-15,EMCR,1,3.0
2003-12-15,EMCR,1,3.0
2004-05-15,EMCR,1,1.0
2005-12-15,EMCR,1,-7.0
2006-12-15,EMCR,2,18.0
2013-05-15,EMCR,1,-12.0
2015-12-15,EMCR,17,-12.0
2016-12-15,EMCR,21,0.0
2017-05-15,EMCR,1,12.0
2002-12-15,ENEB,27,81.0
2003-05-15,ENEB,26,-3.0
2003-12-15,ENEB,53,123.0
2004-05-15,ENEB,52,96.0
2004-12-15,ENEB,77,6.0
2005-05-15,ENEB,76,222.0
2005-12-15,ENEB,90,-239.0
2006-05-15,ENEB,84,233.0
2006-12-15,ENEB,75,-195.0
2007-05-15,ENEB,71,-36.0
2007-12-15,ENEB,64,-126.0
2008-05-15,ENEB,59,87.0
2008-12-15,ENEB,60,-45.0
2009-05-15,ENEB,57,45.0
2009-12-15,ENEB,51,-75.0
2010-05-15,ENEB,50,54.0
2010-12-15,ENEB,22,-111.0
2011-05-15,ENEB,21,3.0
2011-12-15,ENEB,5,-108.0
2012-05-15,ENEB,3,6.0
2012-12-15,ENEB,30,81.0
2013-05-15,ENEB,29,87.0
2013-12-15,ENEB,35,-12.0
2014-05-15,ENEB,35,36.0
2014-12-15,ENEB,36,-69.0
2015-05-15,ENEB,33,51.0
2015-12-15,ENEB,28,-63.0
2016-05-15,ENEB,27,30.0
2016-12-15,ENEB,12,-93.0
2017-05-15,ENEB,10,-6.0
1997-12-15,ENED,13,120.0
1998-05-15,ENED,13,37.5
1998-12-15,ENED,10,-85.5
1999-05-15,ENED,8,-7.5
1999-12-15,ENED,22,130.5
2000-05-15,ENED,17,-42.0
2000-12-15,ENED,13,-48.0
2001-05-15,ENED,11,0.0
2001-12-15,ENED,14,-10.5
2002-05-15,ENED,14,4.5
2002-12-15,ENED,16,51.0
2003-05-15,ENED,12,-39.0
2003-12-15,ENED,2,-90.0
2004-05-15,ENED,1,-15.0
2004-12-15,ENED,1,-6.0
2005-12-15,ENED,1,3.0
2006-05-15,ENED,1,3.0
2006-12-15,ENED,1,-6.0
2007-05-15,ENED,1,0.0
1997-12-15,ENGL,426,4824.0
1998-05-15,ENGL,459,513.5
1998-12-15,ENGL,364,-1329.0
1999-05-15,ENGL,463,1565.5
1999-12-15,ENGL,393,-1004.0
2000-05-15,ENGL,408,304.0
2000-12-15,ENGL,420,13.5
2001-05-15,ENGL,462,524.5
2001-12-15,ENGL,391,-826.5
2002-05-15,ENGL,447,600.5
2002-12-15,ENGL,461,381.0
2003-05-15,ENGL,508,756.0
2003-12-15,ENGL,467,-681.0
2004-05-15,ENGL,502,519.0
2004-12-15,ENGL,442,-944.0
2005-05-15,ENGL,484,432.0
2005-12-15,ENGL,402,-1107.0
2006-05-15,ENGL,482,952.0
2006-12-15,ENGL,436,-371.0
2007-05-15,ENGL,477,375.0
2007-12-15,ENGL,414,-577.0
2008-05-15,ENGL,460,593.0
2008-12-15,ENGL,388,-1052.0
2009-05-15,ENGL,401,6.0
2009-12-15,ENGL,437,270.5
2010-05-15,ENGL,487,575.5
2010-12-15,ENGL,509,569.0
2011-05-15,ENGL,522,127.0
2011-12-15,ENGL,450,-863.0
2012-05-15,ENGL,482,121.5
2012-12-15,ENGL,417,-343.5
2013-05-15,ENGL,446,149.0
2013-12-15,ENGL,358,-938.0
2014-05-15,ENGL,395,485.0
2014-12-15,ENGL,334,-621.0
2015-05-15,ENGL,352,381.0
2015-12-15,ENGL,310,-634.0
2016-05-15,ENGL,357,627.0
2016-12-15,ENGL,317,-431.0
2017-05-15,ENGL,348,377.0
2013-12-15,ENST,7,118.0
2014-05-15,ENST,14,104.0
2014-12-15,ENST,22,124.0
2015-05-15,ENST,27,63.0
2015-12-15,ENST,35,135.0
2016-05-15,ENST,41,35.0
2016-12-15,ENST,42,67.0
2017-05-15,ENST,50,127.0
2009-12-15,ENVP,7,108.0
2010-05-15,ENVP,14,99.0
2010-12-15,ENVP,34,363.0
2011-05-15,ENVP,37,-8.0
2011-12-15,ENVP,38,56.0
2012-05-15,ENVP,49,109.0
2012-12-15,ENVP,50,77.0
2013-05-15,ENVP,56,18.0
2013-12-15,ENVP,44,-181.0
2014-05-15,ENVP,42,-21.0
2014-12-15,ENVP,23,-280.0
2015-05-15,ENVP,22,-26.0
2015-12-15,ENVP,12,-123.0
2016-05-15,ENVP,10,-40.0
2016-12-15,ENVP,1,-139.0
2009-12-15,ENVS,3,47.0
2010-05-15,ENVS,4,20.0
2010-12-15,ENVS,16,213.0
2011-05-15,ENVS,18,30.0
2011-12-15,ENVS,23,79.0
2012-05-15,ENVS,25,50.0
2012-12-15,ENVS,26,24.0
2013-05-15,ENVS,30,62.0
2013-12-15,ENVS,27,-68.0
2014-05-15,ENVS,27,-30.0
2014-12-15,ENVS,26,27.0
2015-05-15,ENVS,26,-26.0
2015-12-15,ENVS,24,8.0
2016-05-15,ENVS,19,-107.0
2016-12-15,ENVS,25,126.0
2017-05-15,ENVS,27,15.0
2003-05-15,EPHY,2,35.0
2003-12-15,EPHY,4,36.0
2004-05-15,EPHY,5,4.0
2004-12-15,EPHY,7,42.0
2005-05-15,EPHY,14,122.0
2005-12-15,EPHY,16,17.0
2006-05-15,EPHY,22,77.0
2006-12-15,EPHY,16,-41.0
2007-05-15,EPHY,21,42.0
2007-12-15,EPHY,15,-65.0
2008-05-15,EPHY,18,45.0
2008-12-15,EPHY,32,263.0
2009-05-15,EPHY,31,-36.0
2009-12-15,EPHY,38,148.0
2010-05-15,EPHY,33,-102.0
2010-12-15,EPHY,45,221.0
2011-05-15,EPHY,46,-18.0
2011-12-15,EPHY,50,106.0
2012-05-15,EPHY,48,-18.0
2012-12-15,EPHY,75,457.0
2013-05-15,EPHY,70,-95.0
2013-12-15,EPHY,90,344.0
2014-05-15,EPHY,84,-153.0
2014-12-15,EPHY,100,295.0
2015-05-15,EPHY,95,-160.0
2015-12-15,EPHY,97,127.0
2016-05-15,EPHY,85,-198.0
2016-12-15,EPHY,79,-117.0
2017-05-15,EPHY,79,-47.0
2002-12-15,ESL1,1,6.0
2003-05-15,ESL1,31,186.0
2003-12-15,ESL1,38,39.0
2004-05-15,ESL1,37,15.0
2004-12-15,ESL1,41,15.0
2005-05-15,ESL1,64,3.0
2005-12-15,ESL1,44,-21.0
2006-05-15,ESL1,45,27.0
2006-12-15,ESL1,64,156.0
2007-05-15,ESL1,62,-87.0
2007-12-15,ESL1,75,-87.0
2008-05-15,ESL1,73,90.0
2008-12-15,ESL1,66,-27.0
2009-05-15,ESL1,60,-114.0
2009-12-15,ESL1,12,-159.0
2010-05-15,ESL1,11,6.0
2010-12-15,ESL1,8,-12.0
2011-05-15,ESL1,7,9.0
2011-12-15,ESL1,10,9.0
2012-05-15,ESL1,10,6.0
2012-12-15,ESL1,8,-9.0
2013-05-15,ESL1,7,-15.0
2013-12-15,ESL1,6,18.0
2014-05-15,ESL1,8,-9.0
2014-12-15,ESL1,3,-20.0
